Make,Model,Year,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(KMPL),Engine(CC),Power(BHP),Seats,Price(Lakhs)
Hyundai,Verna,2013,Pune,41500,Petrol,Manual,Second,17.0,1591.0,121.0,5.0,5.0
BMW,X1,2014,Pune,54385,Diesel,Automatic,Second,15.0,1995.0,177.0,5.0,17.0
Honda,Civic,2011,Kochi,56361,Petrol,Automatic,First,12.0,1799.0,130.0,5.0,4.38
Audi,A6,2018,Delhi,22000,Petrol,Automatic,First,15.0,1798.0,187.0,5.0,41.5
Maruti,Wagon,2017,Kolkata,8000,Petrol,Manual,First,20.0,998.0,67.0,5.0,3.0
Maruti,Vitara,2018,Coimbatore,28741,Diesel,Manual,First,24.0,1248.0,88.0,5.0,11.0
Land,Rover,2012,Pune,117236,Diesel,Automatic,Second,11.0,2720.0,190.0,7.0,14.0
Maruti,Dzire,2016,Pune,30500,Diesel,Automatic,First,26.0,1248.0,74.0,5.0,7.65
Hyundai,Verna,2018,Kolkata,5000,Petrol,Manual,First,17.0,1591.0,121.0,5.0,8.7
Maruti,Ertiga,2016,Hyderabad,42000,Diesel,Manual,First,25.0,1248.0,88.0,7.0,9.9
Hyundai,Accent,2010,Mumbai,32773,Petrol,Manual,First,13.0,1495.0,94.0,5.0,2.05
Hyundai,i20,2016,Kolkata,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.25
Hyundai,Verna,2012,Kochi,32542,Petrol,Manual,First,17.0,1591.0,121.0,5.0,5.77
Maruti,Alto,2010,Hyderabad,94753,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.95
Mahindra,Scorpio,2011,Ahmedabad,70000,Diesel,Manual,Second,12.0,2179.0,120.0,8.0,7.45
Maruti,Wagon,2012,Delhi,68347,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.6
Hyundai,i20,2011,Ahmedabad,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,3.25
Maruti,Ritz,2010,Hyderabad,75014,Diesel,Manual,First,21.0,1248.0,73.0,5.0,3.85
Renault,Koleos,2013,Delhi,65000,Diesel,Automatic,Second,13.0,1995.0,148.0,5.0,7.5
BMW,3,2012,Kochi,55598,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,11.5
Honda,Brio,2013,Pune,50000,Petrol,Manual,First,19.0,1198.0,86.0,5.0,3.25
Hyundai,Sonata,2003,Chennai,44200,Petrol,Manual,Second,11.0,1997.0,134.0,5.0,1.5
Maruti,Swift,2014,Jaipur,65000,Diesel,Manual,First,19.0,1248.0,73.0,5.0,5.31
Mahindra,XUV500,2013,Hyderabad,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,9.0
Hyundai,i10,2016,Kolkata,7200,Petrol,Manual,First,19.0,1086.0,68.0,5.0,3.59
Maruti,Ciaz,2016,Kochi,43152,Petrol,Manual,First,20.0,1373.0,91.0,5.0,7.35
Toyota,Innova,2013,Pune,112000,Diesel,Manual,First,12.0,2494.0,102.0,8.0,12.0
Hyundai,Grand,2017,Coimbatore,23540,Petrol,Manual,First,18.0,1197.0,82.0,5.0,6.02
Chevrolet,Optra,2008,Coimbatore,82160,Diesel,Manual,First,16.0,1991.0,123.0,5.0,2.57
Mahindra,Ssangyong,2013,Pune,57000,Diesel,Manual,First,12.0,2696.0,162.0,7.0,12.45
Mahindra,XUV500,2015,Coimbatore,39335,Diesel,Manual,First,15.0,2179.0,140.0,7.0,12.63
Honda,City,2014,Bangalore,62000,Petrol,Manual,Second,17.0,1497.0,117.0,5.0,7.75
Ford,Ecosport,2014,Delhi,60000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,5.5
Hyundai,i20,2015,Kolkata,35000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,4.43
Mercedes-Benz,CLA,2016,Kochi,32345,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,24.51
Hyundai,EON,2014,Ahmedabad,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,2.65
Toyota,Etios,2011,Delhi,36000,Petrol,Manual,First,17.0,1496.0,88.0,5.0,3.2
Maruti,Swift,2016,Chennai,75000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,4.25
Maruti,Alto,2008,Kolkata,38000,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.1
Maruti,Celerio,2015,Chennai,57818,Petrol,Manual,First,23.0,998.0,67.0,5.0,4.3
Ford,Ecosport,2015,Hyderabad,45000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,8.9
Nissan,Terrano,2015,Jaipur,75055,Diesel,Manual,First,19.0,1461.0,108.0,5.0,6.5
Honda,Accord,2009,Delhi,65462,Petrol,Automatic,Third,11.0,2354.0,142.0,5.0,3.5
Maruti,Swift,2008,Hyderabad,76206,Diesel,Manual,First,17.0,1248.0,75.0,5.0,4.25
Mahindra,XUV500,2018,Kochi,25948,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.46
Honda,Jazz,2016,Mumbai,28500,Petrol,Manual,First,18.0,1199.0,88.0,5.0,5.95
Honda,City,2015,Mumbai,28004,Petrol,Manual,First,17.0,1497.0,117.0,5.0,7.1
Fiat,Grande,2011,Kolkata,25000,Petrol,Manual,Second,15.0,1172.0,67.0,5.0,1.25
Maruti,Estilo,2010,Kolkata,40000,Petrol,Manual,Second,19.0,1061.0,97.0,5.0,2.5
Maruti,Ertiga,2013,Pune,82543,Petrol,Manual,First,16.0,1373.0,93.0,7.0,5.5
Nissan,Micra,2013,Chennai,30000,Petrol,Manual,First,18.0,1198.0,75.0,5.0,3.25
Honda,City,2010,Hyderabad,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.0
Toyota,Etios,2016,Coimbatore,33415,Petrol,Manual,First,16.0,1496.0,88.0,5.0,6.58
BMW,3,2013,Mumbai,38000,Diesel,Automatic,First,18.0,1995.0,184.0,5.0,19.5
Honda,Jazz,2017,Kochi,41981,Petrol,Manual,First,18.0,1199.0,88.0,5.0,6.14
Skoda,Rapid,2013,Hyderabad,71803,Diesel,Manual,First,20.0,1598.0,103.0,5.0,5.75
Mahindra,XUV500,2013,Kolkata,73314,Diesel,Manual,First,15.0,2179.0,140.0,7.0,6.6
Hyundai,Grand,2015,Coimbatore,69053,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.72
Honda,City,2009,Delhi,79782,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.6
Mahindra,XUV500,2011,Pune,90000,Diesel,Manual,Second,15.0,2179.0,140.0,7.0,6.1
Maruti,Swift,2010,Hyderabad,130000,Diesel,Manual,First,19.0,1248.0,73.0,5.0,3.85
Volkswagen,Vento,2013,Pune,65000,Petrol,Manual,Second,15.0,1598.0,103.0,5.0,4.5
Toyota,Etios,2013,Coimbatore,46496,Diesel,Manual,First,23.0,1364.0,97.0,5.0,5.3
Audi,A4,2013,Bangalore,76000,Diesel,Automatic,Second,16.0,1968.0,147.0,5.0,18.25
Maruti,Ertiga,2012,Ahmedabad,28002,Petrol,Manual,First,16.0,1373.0,93.0,7.0,5.75
Toyota,Corolla,2010,Mumbai,63000,CNG,Manual,Second,14.0,1798.0,138.0,5.0,3.35
Maruti,800,2010,Jaipur,70000,Petrol,Manual,Second,16.0,796.0,37.0,4.0,0.9
Honda,City,2011,Hyderabad,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.5
Maruti,Swift,2014,Kolkata,45000,Petrol,Manual,First,19.0,1197.0,85.0,5.0,3.99
Toyota,Camry,2014,Delhi,67000,Petrol,Automatic,First,19.0,2494.0,158.0,5.0,18.75
Hyundai,Grand,2014,Kolkata,43068,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.5
Toyota,Innova,2016,Chennai,40000,Diesel,Automatic,First,11.0,2755.0,171.0,8.0,16.45
Hyundai,i10,2011,Coimbatore,50436,Petrol,Manual,First,20.0,1197.0,78.0,5.0,3.65
Hyundai,Grand,2014,Bangalore,21000,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.4
Skoda,Superb,2016,Mumbai,14500,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,20.75
Mercedes-Benz,New,2010,Hyderabad,68782,Diesel,Automatic,First,14.0,2143.0,170.0,5.0,12.5
Maruti,Ritz,2011,Kolkata,35888,Diesel,Manual,First,21.0,1248.0,73.0,5.0,1.89
Honda,Civic,2012,Mumbai,47000,Petrol,Manual,First,14.0,1799.0,130.0,5.0,3.95
Maruti,Ertiga,2015,Hyderabad,93700,Diesel,Manual,First,24.0,1248.0,88.0,7.0,7.85
Hyundai,Elantra,2014,Kolkata,45000,Diesel,Manual,First,22.0,1582.0,126.0,5.0,7.0
Volkswagen,Polo,2013,Delhi,69000,Petrol,Automatic,First,17.0,1197.0,103.0,5.0,4.5
Skoda,Octavia,2005,Pune,88000,Diesel,Manual,Third,18.0,1896.0,66.0,5.0,1.25
Volkswagen,Polo,2014,Delhi,32400,Diesel,Manual,First,20.0,1498.0,88.0,5.0,3.95
Hyundai,Santro,2012,Pune,79000,Petrol,Manual,Second,17.0,1086.0,62.0,5.0,1.6
Hyundai,Accent,2004,Hyderabad,110000,Petrol,Manual,First,13.0,1495.0,94.0,5.0,0.6
Hyundai,EON,2014,Coimbatore,45407,Petrol,Manual,Second,21.0,814.0,55.0,5.0,3.39
Maruti,Ignis,2017,Mumbai,19000,Diesel,Manual,First,26.0,1248.0,74.0,5.0,5.91
Maruti,Ciaz,2017,Mumbai,19416,Petrol,Manual,First,21.0,1462.0,103.0,5.0,8.25
Maruti,Swift,2012,Mumbai,15500,Petrol,Manual,First,17.0,1298.0,85.0,5.0,3.75
Honda,City,2017,Hyderabad,12538,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,12.5
Maruti,Swift,2015,Bangalore,62588,Diesel,Manual,First,17.0,1248.0,97.0,5.0,5.95
Honda,Brio,2015,Delhi,44328,Petrol,Manual,First,19.0,1198.0,86.0,5.0,3.8
Toyota,Etios,2014,Delhi,63000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,4.35
Volvo,XC60,2015,Hyderabad,100000,Diesel,Automatic,First,13.0,2400.0,215.0,5.0,32.5
Tata,Indigo,2015,Kolkata,103000,Petrol,Manual,First,15.0,1193.0,64.0,5.0,3.0
Toyota,Innova,2016,Pune,50296,Diesel,Automatic,Second,11.0,2755.0,171.0,7.0,19.0
Volkswagen,Vento,2013,Pune,95500,Diesel,Manual,First,20.0,1598.0,103.0,5.0,5.0
Ford,Ecosport,2014,Pune,72100,Diesel,Manual,First,22.0,1498.0,89.0,5.0,5.45
Maruti,Wagon,2010,Mumbai,19119,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.7
Volkswagen,Polo,2015,Hyderabad,75600,Diesel,Manual,First,20.0,1498.0,88.0,5.0,5.8
Maruti,800,2002,Jaipur,53500,Petrol,Manual,Second,16.0,796.0,37.0,4.0,0.63
Jeep,Compass,2018,Kochi,26101,Diesel,Manual,First,17.0,1956.0,170.0,5.0,17.55
Maruti,Alto,2016,Pune,7000,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.0
Skoda,Octavia,2013,Bangalore,50000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,15.0
Maruti,Swift,2016,Hyderabad,30000,Diesel,Manual,First,26.0,1248.0,74.0,5.0,6.0
Mercedes-Benz,New,2009,Jaipur,116000,Diesel,Manual,Second,15.0,2148.0,170.0,5.0,8.5
Ford,Figo,2013,Kolkata,22000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25
Toyota,Corolla,2010,Delhi,60000,Petrol,Automatic,Second,14.0,1798.0,138.0,5.0,4.65
Maruti,SX4,2016,Mumbai,38000,Diesel,Manual,First,22.0,1598.0,118.0,5.0,7.85
Ford,Figo,2011,Coimbatore,51928,Petrol,Manual,First,15.0,1196.0,70.0,5.0,3.46
Honda,Jazz,2018,Mumbai,3000,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,8.25
Maruti,Zen,2006,Pune,67196,Petrol,Manual,First,17.0,993.0,60.0,5.0,1.25
Maruti,Ciaz,2015,Jaipur,65218,Diesel,Manual,First,26.0,1248.0,88.0,5.0,7.4
Renault,KWID,2016,Kochi,53886,Petrol,Manual,First,25.0,799.0,53.0,5.0,3.07
Hyundai,i10,2011,Coimbatore,50058,Petrol,Automatic,First,19.0,1197.0,80.0,5.0,3.84
Maruti,Celerio,2016,Pune,64000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.2
Hyundai,Creta,2018,Kochi,41641,Diesel,Manual,First,21.0,1396.0,88.0,5.0,10.82
Honda,City,2011,Kolkata,45501,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.1
Mitsubishi,Lancer,2001,Chennai,104000,Petrol,Manual,Third,13.0,1468.0,85.0,5.0,1.0
Nissan,Sunny,2012,Coimbatore,50297,Petrol,Manual,First,16.0,1498.0,97.0,5.0,4.69
Honda,Accord,2011,Mumbai,87000,Petrol,Automatic,First,11.0,2354.0,177.0,5.0,5.4
Mahindra,XUV500,2016,Mumbai,120000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,12.0
Hyundai,i20,2018,Mumbai,17000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.5
Nissan,Micra,2014,Chennai,100000,Diesel,Manual,First,23.0,1461.0,63.0,5.0,3.0
Maruti,Ciaz,2015,Kochi,50979,Petrol,Automatic,First,19.0,1373.0,91.0,5.0,6.9
Volkswagen,Vento,2011,Chennai,41000,Diesel,Manual,First,20.0,1598.0,103.0,5.0,4.0
Hyundai,i20,2011,Chennai,24000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4.25
Toyota,Corolla,2008,Hyderabad,44738,Petrol,Manual,First,14.0,1798.0,138.0,5.0,5.1
Honda,City,2014,Kolkata,37298,Diesel,Manual,First,25.0,1498.0,98.0,5.0,4.9
Maruti,Swift,2014,Pune,42000,Petrol,Manual,Second,20.0,1197.0,81.0,5.0,3.6
Mercedes-Benz,E-Class,2016,Pune,45000,Diesel,Automatic,First,14.0,2143.0,203.0,5.0,34.0
Toyota,Innova,2015,Mumbai,102000,Diesel,Manual,First,12.0,2494.0,100.0,7.0,8.25
Maruti,Swift,2011,Pune,70000,Petrol,Manual,First,16.0,1298.0,88.0,5.0,1.3
Mercedes-Benz,New,2018,Coimbatore,27467,Diesel,Automatic,First,19.0,2143.0,167.0,5.0,39.05
Hyundai,Grand,2015,Kolkata,15305,Petrol,Manual,First,18.0,1197.0,82.0,5.0,3.75
Maruti,Wagon,2010,Mumbai,70000,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.1
Ford,EcoSport,2016,Hyderabad,36778,Diesel,Manual,First,22.0,1498.0,98.0,5.0,8.8
Volkswagen,Polo,2015,Coimbatore,25845,Petrol,Manual,First,16.0,1198.0,74.0,5.0,5.84
Hyundai,Verna,2018,Kochi,33858,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,9.03
Renault,KWID,2017,Ahmedabad,12000,Petrol,Automatic,Second,24.0,999.0,67.0,5.0,3.25
Honda,Brio,2013,Coimbatore,33709,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,4.9
Ford,Figo,2018,Kochi,32709,Petrol,Manual,First,18.0,1196.0,86.0,5.0,6.46
Tata,Indigo,2013,Ahmedabad,31000,Diesel,Manual,First,25.0,1396.0,69.0,5.0,2.7
Ford,Figo,2016,Chennai,70000,Diesel,Manual,First,25.0,1498.0,99.0,5.0,4.6
Maruti,Swift,2014,Jaipur,61000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,5.35
Nissan,Micra,2011,Pune,72000,Diesel,Manual,First,23.0,1461.0,63.0,5.0,2.3
Skoda,Octavia,2016,Delhi,49000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,15.45
Volkswagen,Jetta,2014,Hyderabad,42939,Diesel,Automatic,First,16.0,1968.0,138.0,5.0,12.49
Hyundai,i20,2011,Pune,54000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,3.2
BMW,3,2012,Delhi,76000,Diesel,Automatic,First,16.0,1995.0,181.0,4.0,8.75
Hyundai,i20,2015,Kolkata,27000,Diesel,Manual,First,21.0,1396.0,88.0,5.0,5.99
Mahindra,Scorpio,2005,Chennai,120000,Diesel,Manual,Second,12.0,2609.0,116.0,8.0,2.9
Ford,Figo,2011,Kolkata,37000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,1.8
Hyundai,i20,2013,Bangalore,60000,Diesel,Manual,First,21.0,1396.0,88.0,5.0,5.45
Jaguar,XF,2018,Mumbai,3000,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,52.5
Hyundai,Verna,2013,Mumbai,44000,Petrol,Automatic,First,17.0,1591.0,121.0,5.0,5.6
Honda,City,2014,Kolkata,37000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,6.45
Hyundai,i20,2012,Mumbai,50000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,3.7
Honda,Brio,2013,Chennai,58581,Petrol,Manual,First,19.0,1198.0,86.0,5.0,3.49
Hyundai,i20,2013,Kolkata,25500,Diesel,Manual,First,21.0,1396.0,88.0,5.0,3.55
Maruti,Grand,2017,Mumbai,25000,Petrol,Manual,First,10.0,2393.0,163.0,5.0,9.0
Maruti,A-Star,2011,Hyderabad,53766,Petrol,Manual,First,19.0,998.0,66.0,5.0,2.7
Fiat,Punto,2011,Pune,45271,Diesel,Manual,First,20.0,1493.0,97.0,5.0,2.6
Maruti,Alto,2006,Chennai,68000,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.5
Mahindra,XUV500,2017,Jaipur,40000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,15.9
Maruti,Swift,2013,Hyderabad,73212,Diesel,Manual,First,22.0,1248.0,74.0,5.0,5.2
BMW,X1,2014,Mumbai,69000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,16.25
Volkswagen,Passat,2007,Mumbai,61932,Diesel,Automatic,Second,14.0,1968.0,140.0,5.0,3.31
BMW,X3,2012,Bangalore,52000,Diesel,Automatic,First,16.0,1995.0,184.0,5.0,24.0
Hyundai,i20,2013,Jaipur,70933,Diesel,Manual,Second,21.0,1396.0,88.0,5.0,3.9
Maruti,Swift,2013,Kolkata,115195,Diesel,Manual,First,25.0,1248.0,74.0,5.0,3.85
Mercedes-Benz,New,2011,Delhi,62148,Petrol,Manual,First,11.0,1796.0,178.0,5.0,8.8
Toyota,Corolla,2009,Chennai,32000,Petrol,Manual,Second,14.0,1798.0,138.0,5.0,4.95
Hyundai,Verna,2014,Kolkata,58000,Diesel,Manual,First,22.0,1582.0,126.0,5.0,5.75
Renault,Duster,2014,Kochi,68598,Diesel,Manual,First,19.0,1461.0,108.0,5.0,6.17
Maruti,Swift,2010,Chennai,84072,Diesel,Manual,First,17.0,1248.0,75.0,5.0,3.45
Maruti,Alto,2016,Jaipur,51264,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.2
Hyundai,Creta,2017,Coimbatore,21363,Petrol,Automatic,First,13.0,1591.0,121.0,5.0,13.49
Mercedes-Benz,CLA,2016,Delhi,40000,Petrol,Automatic,First,15.0,1991.0,183.0,5.0,24.5
Honda,CR-V,2015,Kolkata,35000,Petrol,Automatic,First,10.0,2354.0,152.0,5.0,14.7
Ford,Ecosport,2014,Hyderabad,55000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,6.0
Mercedes-Benz,E-Class,2016,Coimbatore,43252,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,34.18
Hyundai,Grand,2014,Delhi,42000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.5
Ford,Fiesta,2006,Hyderabad,69000,Petrol,Manual,First,16.0,1388.0,68.0,5.0,2.15
Hyundai,Creta,2018,Kolkata,14000,Diesel,Automatic,First,17.0,1582.0,126.0,5.0,11.25
Maruti,A-Star,2010,Delhi,70000,Petrol,Manual,First,19.0,998.0,66.0,5.0,2.0
Maruti,Ritz,2015,Kochi,35314,Diesel,Manual,First,23.0,1248.0,73.0,5.0,4.27
Honda,City,2017,Kochi,38691,Petrol,Manual,First,17.0,1497.0,117.0,5.0,7.68
Toyota,Innova,2017,Coimbatore,72717,Diesel,Manual,First,12.0,2494.0,100.0,7.0,14.52
Skoda,Rapid,2015,Mumbai,44000,Diesel,Manual,First,21.0,1498.0,103.0,5.0,5.75
Ford,Ecosport,2017,Mumbai,27000,Petrol,Manual,First,15.0,1499.0,110.0,5.0,8.3
Maruti,Celerio,2014,Chennai,18500,Petrol,Automatic,First,23.0,998.0,67.0,5.0,3.95
Volkswagen,Vento,2014,Mumbai,45000,Petrol,Manual,First,15.0,1598.0,103.0,5.0,4.8
Toyota,Etios,2017,Ahmedabad,42000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,6.25
Tata,Indica,2012,Jaipur,90000,Diesel,Manual,First,19.0,1405.0,70.0,5.0,2.5
Honda,City,2014,Pune,82329,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,7.5
Honda,City,2010,Delhi,80302,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
Skoda,Octavia,2005,Hyderabad,105000,Diesel,Manual,First,18.0,1896.0,66.0,5.0,1.99
Toyota,Corolla,2009,Kolkata,60000,Petrol,Manual,First,14.0,1798.0,138.0,5.0,2.25
Toyota,Etios,2014,Delhi,70000,Petrol,Manual,First,16.0,1496.0,88.0,5.0,3.25
BMW,X1,2016,Bangalore,45000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,28.5
Honda,City,2006,Kolkata,44000,Petrol,Automatic,First,16.0,1497.0,78.0,5.0,1.5
Hyundai,i20,2017,Delhi,25500,Diesel,Manual,First,22.0,1396.0,88.0,5.0,7.0
Hyundai,Creta,2015,Ahmedabad,61786,Diesel,Manual,First,19.0,1582.0,126.0,5.0,10.5
Audi,Q3,2014,Jaipur,65000,Diesel,Automatic,Second,15.0,1968.0,174.0,5.0,21.5
Land,Rover,2016,Delhi,77000,Diesel,Automatic,First,12.0,2179.0,147.0,5.0,35.0
Skoda,Rapid,2015,Hyderabad,34000,Diesel,Automatic,First,21.0,1498.0,103.0,5.0,7.99
Maruti,Celerio,2015,Coimbatore,59751,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.88
Maruti,Ciaz,2015,Mumbai,30000,Petrol,Manual,First,20.0,1373.0,91.0,5.0,6.55
Audi,Q5,2015,Coimbatore,60146,Diesel,Automatic,First,14.0,1968.0,174.0,5.0,29.64
Ford,Figo,2013,Coimbatore,44731,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,4.34
Ford,Ecosport,2014,Kochi,43316,Petrol,Manual,First,18.0,999.0,123.0,5.0,6.22
Honda,City,2009,Delhi,92000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,2.25
Jaguar,XF,2015,Hyderabad,50000,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,38.0
Maruti,Swift,2008,Mumbai,69000,Petrol,Manual,Second,20.0,1197.0,81.0,5.0,2.15
BMW,5,2014,Coimbatore,60280,Diesel,Automatic,First,22.0,1995.0,190.0,5.0,22.45
Mercedes-Benz,B,2017,Coimbatore,48161,Diesel,Automatic,First,15.0,2143.0,107.0,5.0,20.87
Honda,Brio,2013,Mumbai,41000,Petrol,Manual,First,19.0,1198.0,86.0,5.0,3.1
Hyundai,i20,2016,Mumbai,6000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.95
Tata,Indica,2006,Mumbai,133000,Diesel,Manual,Second,16.0,1405.0,68.0,5.0,0.86
Hyundai,i10,2011,Mumbai,15590,Petrol,Manual,First,19.0,1086.0,68.0,5.0,2.25
Hyundai,i20,2016,Kochi,69681,Petrol,Manual,First,17.0,1197.0,80.0,5.0,6.13
Maruti,Baleno,2006,Kochi,70362,Petrol,Manual,Second,15.0,1590.0,97.0,5.0,1.81
Honda,Amaze,2014,Pune,49112,Petrol,Automatic,Second,15.0,1198.0,86.0,5.0,3.79
Toyota,Etios,2011,Mumbai,74000,Diesel,Manual,First,23.0,1364.0,97.0,5.0,3.6
Hyundai,i10,2013,Pune,15200,Petrol,Automatic,Second,16.0,1197.0,78.0,5.0,3.85
Volkswagen,Polo,2013,Hyderabad,86300,Diesel,Manual,First,22.0,1199.0,73.0,5.0,4.5
Maruti,Baleno,2018,Coimbatore,26731,Petrol,Manual,First,21.0,998.0,100.0,5.0,8.61
Hyundai,i20,2016,Ahmedabad,74000,Diesel,Manual,First,21.0,1396.0,88.0,5.0,6.5
Toyota,Corolla,2005,Chennai,83929,Petrol,Automatic,First,11.0,1794.0,125.0,5.0,2.6
Toyota,Innova,2015,Pune,65000,Diesel,Manual,First,12.0,2494.0,100.0,7.0,15.0
Maruti,Celerio,2017,Pune,20000,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.7
Skoda,Octavia,2015,Hyderabad,122086,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,12.99
Honda,Mobilio,2018,Kochi,35442,Petrol,Manual,First,17.0,1497.0,117.0,7.0,7.32
Hyundai,Verna,2015,Delhi,62542,Diesel,Manual,Second,23.0,1582.0,126.0,5.0,6.5
Honda,City,2012,Coimbatore,26671,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,5.67
Ford,Classic,2014,Chennai,83500,Diesel,Manual,Second,19.0,1399.0,67.0,5.0,3.0
Maruti,Ciaz,2015,Delhi,46166,Diesel,Manual,Second,26.0,1248.0,88.0,5.0,5.5
Maruti,Wagon,2015,Pune,25200,Petrol,Manual,First,18.0,998.0,67.0,5.0,3.35
Toyota,Camry,2017,Coimbatore,23249,Petrol,Automatic,First,19.0,2487.0,175.0,5.0,26.11
Hyundai,i20,2016,Coimbatore,40310,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.09
Maruti,SX4,2012,Delhi,82069,CNG,Manual,First,21.0,1586.0,103.0,5.0,2.65
Hyundai,Grand,2018,Delhi,10000,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.5
Volkswagen,Polo,2012,Chennai,94000,Diesel,Manual,First,22.0,1199.0,73.0,5.0,4.5
Volkswagen,Polo,2012,Kochi,52818,Petrol,Manual,First,16.0,1198.0,73.0,5.0,3.82
Renault,Duster,2013,Jaipur,61238,Diesel,Manual,First,20.0,1461.0,83.0,5.0,5.25
Skoda,Superb,2016,Coimbatore,54253,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,16.81
Audi,Q5,2013,Delhi,71000,Diesel,Automatic,First,14.0,1968.0,174.0,5.0,21.5
Volkswagen,Polo,2013,Delhi,75000,Petrol,Manual,First,16.0,1198.0,73.0,5.0,3.25
Mitsubishi,Pajero,2019,Coimbatore,11827,Diesel,Automatic,First,13.0,2477.0,175.0,6.0,27.11
Maruti,Ciaz,2015,Mumbai,51579,Petrol,Manual,First,20.0,1373.0,91.0,5.0,5.95
Renault,Duster,2015,Kochi,65178,Diesel,Manual,First,19.0,1461.0,83.0,5.0,6.79
Hyundai,EON,2016,Mumbai,25350,Petrol,Manual,First,21.0,814.0,55.0,5.0,2.55
Honda,CR-V,2008,Pune,92000,Petrol,Manual,Second,10.0,2354.0,152.0,5.0,3.7
Hyundai,Verna,2014,Bangalore,45000,Petrol,Manual,Second,17.0,1591.0,121.0,5.0,6.75
Toyota,Corolla,2015,Kolkata,46000,Petrol,Manual,First,14.0,1798.0,138.0,5.0,6.95
Maruti,SX4,2011,Kochi,79940,Petrol,Manual,First,15.0,1586.0,103.0,5.0,2.78
Volkswagen,Polo,2016,Coimbatore,28851,Petrol,Manual,First,16.0,1198.0,73.0,5.0,6.18
Audi,Q5,2015,Bangalore,63000,Diesel,Automatic,First,14.0,1968.0,174.0,5.0,36.0
Honda,City,2012,Coimbatore,77283,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.81
